Year,State,ProducerType,FuelSource,Nameplate_Capacity_(Megawatts),Summer_Capacity_(Megawatts)
2014,HI,"Combined Heat and Power, Electric Power",Coal,203,180
2014,HI,"Combined Heat and Power, Electric Power",Petroleum,299.4,220
2014,HI,Commercial Power,All Sources,97.3,88
2014,HI,Commercial Power,Other Biomass,97.3,88
2014,HI,"Electric Generators, Electric Utilities",All Sources,"1,852.10","1,732.30"
2014,HI,"Electric Generators, Electric Utilities",Hydroelectric,4.1,4.1
2014,HI,"Electric Generators, Electric Utilities",Other,39.1,26.6
2014,HI,"Electric Generators, Electric Utilities",Other Biomass,113,113
2014,HI,"Electric Generators, Electric Utilities",Petroleum,"1,683.90","1,576.60"
2014,HI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,12,12
2014,HI,"Electric Generators, Independent Power Producers",All Sources,374.2,360.4
2014,HI,"Electric Generators, Independent Power Producers",Geothermal,51,43
2014,HI,"Electric Generators, Independent Power Producers",Hydroelectric,10.4,9.8
2014,HI,"Electric Generators, Independent Power Producers",Other,21,21
2014,HI,"Electric Generators, Independent Power Producers",Petroleum,66,60.8
2014,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,20.2,20.2
2014,HI,"Electric Generators, Independent Power Producers",Wind,205.6,205.6
2014,HI,Industrial Power,All Sources,91,90.8
2014,HI,Industrial Power,Hydroelectric,11.7,11.1
2014,HI,Industrial Power,Other Biomass,46.1,46.1
2014,HI,Industrial Power,Other Gases,6,6.4
2014,HI,Industrial Power,Petroleum,27.2,27.2
2014,HI,Total Electric Power Industry,All Sources,"2,917.00","2,671.50"
2014,HI,Total Electric Power Industry,Coal,203,180
2014,HI,Total Electric Power Industry,Geothermal,51,43
2014,HI,Total Electric Power Industry,Hydroelectric,26.2,25
2014,HI,Total Electric Power Industry,Other,60.1,47.6
2014,HI,Total Electric Power Industry,Other Biomass,256.4,247.1
2014,HI,Total Electric Power Industry,Other Gases,6,6.4
2014,HI,Total Electric Power Industry,Petroleum,"2,076.50","1,884.60"
2014,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,32.2,32.2
2014,HI,Total Electric Power Industry,Wind,205.6,205.6
2014,IA,"Combined Heat and Power, Electric Power",All Sources,1,1
2014,IA,"Combined Heat and Power, Electric Power",Other Biomass,1,1
2014,IA,Commercial Power,All Sources,111.4,111.6
2014,IA,Commercial Power,Coal,74.5,74.7
2014,IA,Commercial Power,Natural Gas,14.8,14.8
2014,IA,Commercial Power,Other Biomass,3.4,3.4
2014,IA,Commercial Power,Petroleum,17.7,17.7
2014,IA,Commercial Power,Wind,1,1
2014,IA,"Electric Generators, Electric Utilities",All Sources,"13,840.50","12,655.00"
2014,IA,"Electric Generators, Electric Utilities",Coal,"6,566.10","5,995.20"
2014,IA,"Electric Generators, Electric Utilities",Hydroelectric,128,143.7
2014,IA,"Electric Generators, Electric Utilities",Natural Gas,"2,892.30","2,490.30"
2014,IA,"Electric Generators, Electric Utilities",Other,22.5,20
2014,IA,"Electric Generators, Electric Utilities",Petroleum,"1,032.50",904.1
2014,IA,"Electric Generators, Electric Utilities",Wind,"3,199.10","3,101.70"
2014,IA,"Electric Generators, Independent Power Producers",All Sources,"3,237.70","3,152.00"
2014,IA,"Electric Generators, Independent Power Producers",Hydroelectric,1.2,1.2
2014,IA,"Electric Generators, Independent Power Producers",Natural Gas,1,1
2014,IA,"Electric Generators, Independent Power Producers",Nuclear,679.5,601.4
2014,IA,"Electric Generators, Independent Power Producers",Other Biomass,16,16
2014,IA,"Electric Generators, Independent Power Producers",Petroleum,72.9,72.9
2014,IA,"Electric Generators, Independent Power Producers",Wind,"2,467.10","2,459.50"
2014,IA,Industrial Power,All Sources,593.4,587
2014,IA,Industrial Power,Coal,492.5,493.1
2014,IA,Industrial Power,Natural Gas,57.5,53.5
2014,IA,Industrial Power,Petroleum,43.4,40.4
2014,IA,Total Electric Power Industry,All Sources,"17,784.00","16,506.60"
2014,IA,Total Electric Power Industry,Coal,"7,133.10","6,563.00"
2014,IA,Total Electric Power Industry,Hydroelectric,129.2,144.9
2014,IA,Total Electric Power Industry,Natural Gas,"2,965.60","2,559.60"
2014,IA,Total Electric Power Industry,Nuclear,679.5,601.4
2014,IA,Total Electric Power Industry,Other,22.5,20
2014,IA,Total Electric Power Industry,Other Biomass,20.4,20.4
2014,IA,Total Electric Power Industry,Petroleum,"1,166.50","1,035.10"
2014,IA,Total Electric Power Industry,Wind,"5,667.20","5,562.20"
2014,ID,"Combined Heat and Power, Electric Power",All Sources,41.7,40.9
2014,ID,"Combined Heat and Power, Electric Power",Natural Gas,20.8,20.8
2014,ID,"Combined Heat and Power, Electric Power",Other Biomass,8.5,8.5
2014,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,12.4,11.6
2014,ID,Commercial Power,All Sources,1.6,1.4
2014,ID,Commercial Power,Other Biomass,1.6,1.4
2014,ID,"Electric Generators, Electric Utilities",All Sources,"3,292.60","3,412.60"
2014,ID,"Electric Generators, Electric Utilities",Hydroelectric,"2,298.20","2,489.20"
2014,ID,"Electric Generators, Electric Utilities",Natural Gas,928.6,857.2
2014,ID,"Electric Generators, Electric Utilities",Other Biomass,3.2,3.2
2014,ID,"Electric Generators, Electric Utilities",Petroleum,5,5.4
2014,ID,"Electric Generators, Electric Utilities",Wind,57.6,57.6
2014,ID,"Electric Generators, Independent Power Producers",All Sources,"1,491.20","1,401.00"
2014,ID,"Electric Generators, Independent Power Producers",Geothermal,18,10
2014,ID,"Electric Generators, Independent Power Producers",Hydroelectric,243.1,218.5
2014,ID,"Electric Generators, Independent Power Producers",Natural Gas,301.5,248
2014,ID,"Electric Generators, Independent Power Producers",Other Biomass,19.6,19.4
2014,ID,"Electric Generators, Independent Power Producers",Wind,909,905.1
2014,ID,Industrial Power,All Sources,151,87.9
2014,ID,Industrial Power,Coal,18.9,17.2
2014,ID,Industrial Power,Natural Gas,20,4.3
2014,ID,Industrial Power,Other,15.9,14.8
2014,ID,Industrial Power,Other Biomass,2.4,2.4
2014,ID,Industrial Power,Wood and Wood Derived Fuels,93.8,49.2
2014,ID,Total Electric Power Industry,All Sources,"4,978.10","4,943.80"
2014,ID,Total Electric Power Industry,Coal,18.9,17.2
2014,ID,Total Electric Power Industry,Geothermal,18,10
2014,ID,Total Electric Power Industry,Hydroelectric,"2,541.30","2,707.70"
2014,ID,Total Electric Power Industry,Natural Gas,"1,270.90","1,130.30"
2014,ID,Total Electric Power Industry,Other,15.9,14.8
2014,ID,Total Electric Power Industry,Other Biomass,35.3,34.9
2014,ID,Total Electric Power Industry,Petroleum,5,5.4
2014,ID,Total Electric Power Industry,Wind,966.6,962.7
2014,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,106.2,60.8
2014,IL,"Combined Heat and Power, Electric Power",All Sources,213.1,213.1
2014,IL,"Combined Heat and Power, Electric Power",Natural Gas,201.1,203.1
2014,IL,"Combined Heat and Power, Electric Power",Other,3,1
2014,IL,"Combined Heat and Power, Electric Power",Other Biomass,3,3
2014,IL,"Combined Heat and Power, Electric Power",Petroleum,6,6
2014,IL,Commercial Power,All Sources,215.9,202.7
2014,IL,Commercial Power,Coal,50.5,49.8
2014,IL,Commercial Power,Hydroelectric,1.2,1.2
2014,IL,Commercial Power,Natural Gas,153.2,140.7
2014,IL,Commercial Power,Petroleum,9.3,9.3
2014,IL,Commercial Power,Wind,1.7,1.7
2014,IL,"Electric Generators, Electric Utilities",All Sources,"6,333.00","5,262.70"
2014,IL,"Electric Generators, Electric Utilities",Coal,"2,111.10","1,884.00"
2014,IL,"Electric Generators, Electric Utilities",Hydroelectric,13.4,12
2014,IL,"Electric Generators, Electric Utilities",Natural Gas,"3,797.50","2,987.20"
2014,IL,"Electric Generators, Electric Utilities",Other Biomass,18.2,15.8
2014,IL,"Electric Generators, Electric Utilities",Petroleum,386.3,357.2
2014,IL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,0.3,0.3
2014,IL,"Electric Generators, Electric Utilities",Wind,6.2,6.2
2014,IL,"Electric Generators, Independent Power Producers",All Sources,"43,155.80","38,380.60"
2014,IL,"Electric Generators, Independent Power Producers",Coal,"14,359.60","12,869.00"
2014,IL,"Electric Generators, Independent Power Producers",Hydroelectric,25.1,20.9
2014,IL,"Electric Generators, Independent Power Producers",Natural Gas,"12,257.70","9,963.30"
2014,IL,"Electric Generators, Independent Power Producers",Nuclear,"12,415.10","11,564.10"
2014,IL,"Electric Generators, Independent Power Producers",Other,1.5,1.5
2014,IL,"Electric Generators, Independent Power Producers",Other Biomass,120.8,106.3
2014,IL,"Electric Generators, Independent Power Producers",Petroleum,400.8,305
2014,IL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,31.6,31.6
2014,IL,"Electric Generators, Independent Power Producers",Wind,"3,543.60","3,518.90"
2014,IL,Industrial Power,All Sources,689.1,667.5
2014,IL,Industrial Power,Coal,463.4,452.1
2014,IL,Industrial Power,Natural Gas,103.3,93
2014,IL,Industrial Power,Other Gases,117.7,117.7
2014,IL,Industrial Power,Petroleum,4.7,4.7
2014,IL,Total Electric Power Industry,All Sources,"50,606.90","44,726.60"
2014,IL,Total Electric Power Industry,Coal,"16,984.60","15,254.90"
2014,IL,Total Electric Power Industry,Hydroelectric,39.7,34.1
2014,IL,Total Electric Power Industry,Natural Gas,"16,512.80","13,387.30"
2014,IL,Total Electric Power Industry,Nuclear,"12,415.10","11,564.10"
2014,IL,Total Electric Power Industry,Other,4.5,2.5
2014,IL,Total Electric Power Industry,Other Biomass,142,125.1
2014,IL,Total Electric Power Industry,Other Gases,117.7,117.7
2014,IL,Total Electric Power Industry,Petroleum,807.1,682.2
2014,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,31.9,31.9
2014,IL,Total Electric Power Industry,Wind,"3,551.50","3,526.80"
2014,IN,"Combined Heat and Power, Electric Power",All Sources,"1,484.00","1,341.40"
2014,IN,"Combined Heat and Power, Electric Power",Coal,822.8,759
2014,IN,"Combined Heat and Power, Electric Power",Natural Gas,661.2,582.4
2014,IN,Commercial Power,All Sources,83.8,78.1
2014,IN,Commercial Power,Coal,21.1,21.1
2014,IN,Commercial Power,Natural Gas,41.4,37.8
2014,IN,Commercial Power,Other Biomass,6.5,5
2014,IN,Commercial Power,Petroleum,13.8,13.2
2014,IN,Commercial Power,Wind,1,1
2014,IN,"Electric Generators, Electric Utilities",All Sources,"26,582.40","23,319.20"
2014,IN,"Electric Generators, Electric Utilities",Coal,"19,966.70","17,785.30"
2014,IN,"Electric Generators, Electric Utilities",Hydroelectric,92.1,60.4
2014,IN,"Electric Generators, Electric Utilities",Natural Gas,"5,888.50","4,889.90"
2014,IN,"Electric Generators, Electric Utilities",Other Biomass,50,48.8
2014,IN,"Electric Generators, Electric Utilities",Other Gases,13.2,12
2014,IN,"Electric Generators, Electric Utilities",Petroleum,568.9,519.8
2014,IN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,3,3
2014,IN,"Electric Generators, Independent Power Producers",All Sources,"2,094.70","2,037.70"
2014,IN,"Electric Generators, Independent Power Producers",Coal,24.1,23.2
2014,IN,"Electric Generators, Independent Power Producers",Natural Gas,236,180
2014,IN,"Electric Generators, Independent Power Producers",Other Biomass,7.1,6.8
2014,IN,"Electric Generators, Independent Power Producers",Petroleum,0.8,0.9
2014,IN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,88,88.1
2014,IN,"Electric Generators, Independent Power Producers",Wind,"1,738.70","1,738.70"
2014,IN,Industrial Power,All Sources,829.3,722.6
2014,IN,Industrial Power,Coal,12.9,10.4
2014,IN,Industrial Power,Natural Gas,8.5,8.7
2014,IN,Industrial Power,Other,94.6,88
2014,IN,Industrial Power,Other Biomass,16.3,14.2
2014,IN,Industrial Power,Other Gases,683,587.9
2014,IN,Industrial Power,Petroleum,14,13.4
2014,IN,Total Electric Power Industry,All Sources,"31,074.20","27,499.00"
2014,IN,Total Electric Power Industry,Coal,"20,847.60","18,599.00"
2014,IN,Total Electric Power Industry,Hydroelectric,92.1,60.4
2014,IN,Total Electric Power Industry,Natural Gas,"6,835.60","5,698.80"
2014,IN,Total Electric Power Industry,Other,94.6,88
2014,IN,Total Electric Power Industry,Other Biomass,79.9,74.8
2014,IN,Total Electric Power Industry,Other Gases,696.2,599.9
2014,IN,Total Electric Power Industry,Petroleum,597.5,547.3
2014,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,91,91.1
2014,IN,Total Electric Power Industry,Wind,"1,739.70","1,739.70"
2014,KS,"Electric Generators, Electric Utilities",All Sources,"12,532.40","11,467.70"
2014,KS,"Electric Generators, Electric Utilities",Coal,"5,384.80","5,097.10"
2014,KS,"Electric Generators, Electric Utilities",Natural Gas,"4,953.90","4,360.10"
2014,KS,"Electric Generators, Electric Utilities",Nuclear,"1,267.70","1,175.00"
2014,KS,"Electric Generators, Electric Utilities",Petroleum,628.5,538
2014,KS,"Electric Generators, Electric Utilities",Wind,297.5,297.5
2014,KS,"Electric Generators, Independent Power Producers",All Sources,"2,687.40","2,687.40"
2014,KS,"Electric Generators, Independent Power Producers",Hydroelectric,7,7
2014,KS,"Electric Generators, Independent Power Producers",Other Biomass,9.2,9
2014,KS,"Electric Generators, Independent Power Producers",Wind,"2,671.20","2,671.40"
2014,KS,Industrial Power,All Sources,113.2,71.5
2014,KS,Industrial Power,Natural Gas,89.3,64.7
2014,KS,Industrial Power,Other,2,0.8
2014,KS,Industrial Power,Other Biomass,21.9,6
2014,KS,Total Electric Power Industry,All Sources,"15,333.00","14,226.60"
2014,KS,Total Electric Power Industry,Coal,"5,384.80","5,097.10"
2014,KS,Total Electric Power Industry,Hydroelectric,7,7
2014,KS,Total Electric Power Industry,Natural Gas,"5,043.20","4,424.80"
2014,KS,Total Electric Power Industry,Nuclear,"1,267.70","1,175.00"
2014,KS,Total Electric Power Industry,Other,2,0.8
2014,KS,Total Electric Power Industry,Other Biomass,31.1,15
2014,KS,Total Electric Power Industry,Petroleum,628.5,538
2014,KS,Total Electric Power Industry,Wind,"2,968.70","2,968.90"
2014,KY,"Electric Generators, Electric Utilities",All Sources,"22,914.40","19,473.00"
2014,KY,"Electric Generators, Electric Utilities",Coal,"17,645.00","15,089.70"
2014,KY,"Electric Generators, Electric Utilities",Hydroelectric,802,833
2014,KY,"Electric Generators, Electric Utilities",Natural Gas,"4,438.70","3,521.60"
2014,KY,"Electric Generators, Electric Utilities",Other Biomass,17.2,16.8
2014,KY,"Electric Generators, Electric Utilities",Petroleum,11.5,11.9
2014,KY,"Electric Generators, Independent Power Producers",All Sources,"1,777.70","1,329.50"
2014,KY,"Electric Generators, Independent Power Producers",Hydroelectric,2.1,2.3
2014,KY,"Electric Generators, Independent Power Producers",Natural Gas,"1,774.00","1,326.00"
2014,KY,"Electric Generators, Independent Power Producers",Other Biomass,1.6,1.2
2014,KY,Industrial Power,All Sources,119.7,75.3
2014,KY,Industrial Power,Natural Gas,26.7,23
2014,KY,Industrial Power,Wood and Wood Derived Fuels,93,52.3
2014,KY,Total Electric Power Industry,All Sources,"24,811.80","20,877.80"
2014,KY,Total Electric Power Industry,Coal,"17,645.00","15,089.70"
2014,KY,Total Electric Power Industry,Hydroelectric,804.1,835.3
2014,KY,Total Electric Power Industry,Natural Gas,"6,239.40","4,870.60"
2014,KY,Total Electric Power Industry,Other Biomass,18.8,18
2014,KY,Total Electric Power Industry,Petroleum,11.5,11.9
2014,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,93,52.3
2014,LA,"Combined Heat and Power, Electric Power",All Sources,570,525
2014,LA,"Combined Heat and Power, Electric Power",Natural Gas,570,525
2014,LA,Commercial Power,All Sources,27.1,26
2014,LA,Commercial Power,Natural Gas,27.1,26
2014,LA,"Electric Generators, Electric Utilities",All Sources,"21,222.70","18,120.00"
2014,LA,"Electric Generators, Electric Utilities",Coal,"1,893.30","1,675.60"
2014,LA,"Electric Generators, Electric Utilities",Natural Gas,"16,103.10","13,429.90"
2014,LA,"Electric Generators, Electric Utilities",Nuclear,"2,235.70","2,132.80"
2014,LA,"Electric Generators, Electric Utilities",Petroleum,990.6,881.7
2014,LA,"Electric Generators, Independent Power Producers",All Sources,"3,224.30","2,851.90"
2014,LA,"Electric Generators, Independent Power Producers",Coal,"1,902.90","1,743.00"
2014,LA,"Electric Generators, Independent Power Producers",Hydroelectric,192,192
2014,LA,"Electric Generators, Independent Power Producers",Natural Gas,"1,117.30",906
2014,LA,"Electric Generators, Independent Power Producers",Other Biomass,12.1,10.9
2014,LA,Industrial Power,All Sources,"6,104.60","5,133.60"
2014,LA,Industrial Power,Natural Gas,"5,116.30","4,333.40"
2014,LA,Industrial Power,Other,348.9,275.8
2014,LA,Industrial Power,Other Biomass,3,3
2014,LA,Industrial Power,Other Gases,75,25.2
2014,LA,Industrial Power,Petroleum,60,60
2014,LA,Industrial Power,Wood and Wood Derived Fuels,501.4,436.2
2014,LA,Total Electric Power Industry,All Sources,"31,148.70","26,656.50"
2014,LA,Total Electric Power Industry,Coal,"3,796.20","3,418.60"
2014,LA,Total Electric Power Industry,Hydroelectric,192,192
2014,LA,Total Electric Power Industry,Natural Gas,"22,933.80","19,220.30"
2014,LA,Total Electric Power Industry,Nuclear,"2,235.70","2,132.80"
2014,LA,Total Electric Power Industry,Other,348.9,275.8
2014,LA,Total Electric Power Industry,Other Biomass,15.1,13.9
2014,LA,Total Electric Power Industry,Other Gases,75,25.2
2014,LA,Total Electric Power Industry,Petroleum,"1,050.60",941.7
2014,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,501.4,436.2
2014,MA,"Combined Heat and Power, Electric Power",All Sources,717.6,635.9
2014,MA,"Combined Heat and Power, Electric Power",Natural Gas,697.6,617.9
2014,MA,"Combined Heat and Power, Electric Power",Petroleum,20,18
2014,MA,Commercial Power,All Sources,236.5,202.9
2014,MA,Commercial Power,Hydroelectric,2,2
2014,MA,Commercial Power,Natural Gas,104.9,94.2
2014,MA,Commercial Power,Other Biomass,17.5,9
2014,MA,Commercial Power,Petroleum,94.6,82
2014,MA,Commercial Power,Solar Thermal and Photovoltaic,2.7,2.7
2014,MA,Commercial Power,Wind,14.8,13
2014,MA,"Electric Generators, Electric Utilities",All Sources,"1,142.20",970.8
2014,MA,"Electric Generators, Electric Utilities",Hydroelectric,81.9,77.7
2014,MA,"Electric Generators, Electric Utilities",Natural Gas,290.4,238.5
2014,MA,"Electric Generators, Electric Utilities",Petroleum,738.2,623.3
2014,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,10.3,9.9
2014,MA,"Electric Generators, Electric Utilities",Wind,21.4,21.4
2014,MA,"Electric Generators, Independent Power Producers",All Sources,"12,398.10","11,231.50"
2014,MA,"Electric Generators, Independent Power Producers",Coal,"1,124.60","1,071.00"
2014,MA,"Electric Generators, Independent Power Producers",Hydroelectric,181,179.4
2014,MA,"Electric Generators, Independent Power Producers",Natural Gas,"6,223.00","5,125.60"
2014,MA,"Electric Generators, Independent Power Producers",Nuclear,670,677.6
2014,MA,"Electric Generators, Independent Power Producers",Other,3,3
2014,MA,"Electric Generators, Independent Power Producers",Other Biomass,322.8,258.3
2014,MA,"Electric Generators, Independent Power Producers",Petroleum,"1,991.90","1,840.00"
2014,MA,"Electric Generators, Independent Power Producers",Pumped Storage,"1,540.00","1,746.00"
2014,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,277.6,268.4
2014,MA,"Electric Generators, Independent Power Producers",Wind,46.2,46.2
2014,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,18,16
2014,MA,Industrial Power,All Sources,99.1,86.6
2014,MA,Industrial Power,Coal,5.7,3.5
2014,MA,Industrial Power,Hydroelectric,4,3.9
2014,MA,Industrial Power,Natural Gas,84.4,74.2
2014,MA,Industrial Power,Petroleum,3,3
2014,MA,Industrial Power,Wind,2,2
2014,MA,Total Electric Power Industry,All Sources,"14,593.50","13,127.70"
2014,MA,Total Electric Power Industry,Coal,"1,130.30","1,074.50"
2014,MA,Total Electric Power Industry,Hydroelectric,268.9,263
2014,MA,Total Electric Power Industry,Natural Gas,"7,400.30","6,150.40"
2014,MA,Total Electric Power Industry,Nuclear,670,677.6
2014,MA,Total Electric Power Industry,Other,3,3
2014,MA,Total Electric Power Industry,Other Biomass,340.3,267.3
2014,MA,Total Electric Power Industry,Petroleum,"2,847.70","2,566.30"
2014,MA,Total Electric Power Industry,Pumped Storage,"1,540.00","1,746.00"
2014,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,290.6,281
2014,MA,Total Electric Power Industry,Wind,84.4,82.6
2014,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,18,16
2014,MD,"Combined Heat and Power, Electric Power",All Sources,609.7,492.1
2014,MD,"Combined Heat and Power, Electric Power",Coal,229,180
2014,MD,"Combined Heat and Power, Electric Power",Natural Gas,316.2,250.8
2014,MD,"Combined Heat and Power, Electric Power",Other Biomass,64.5,61.3
2014,MD,Commercial Power,All Sources,199.2,183.4
2014,MD,Commercial Power,Coal,12.4,10
2014,MD,Commercial Power,Natural Gas,163.1,152.2
2014,MD,Commercial Power,Other Biomass,7.9,6.7
2014,MD,Commercial Power,Petroleum,8.9,8.9
2014,MD,Commercial Power,Solar Thermal and Photovoltaic,3.1,3
2014,MD,Commercial Power,Wood and Wood Derived Fuels,3.8,2.6
2014,MD,"Electric Generators, Electric Utilities",All Sources,88.6,85
2014,MD,"Electric Generators, Electric Utilities",Petroleum,83.1,79.5
2014,MD,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,5.5,5.5
2014,MD,"Electric Generators, Independent Power Producers",All Sources,"12,602.30","11,425.50"
2014,MD,"Electric Generators, Independent Power Producers",Coal,"4,832.80","4,489.00"
2014,MD,"Electric Generators, Independent Power Producers",Hydroelectric,550.8,590
2014,MD,"Electric Generators, Independent Power Producers",Natural Gas,"1,866.30","1,626.20"
2014,MD,"Electric Generators, Independent Power Producers",Nuclear,"1,828.70","1,707.80"
2014,MD,"Electric Generators, Independent Power Producers",Other Biomass,87.2,74.5
2014,MD,"Electric Generators, Independent Power Producers",Petroleum,"3,218.10","2,726.10"
2014,MD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,58.4,51.9
2014,MD,"Electric Generators, Independent Power Producers",Wind,160,160
2014,MD,Industrial Power,All Sources,82.5,77.5
2014,MD,Industrial Power,Coal,65,60
2014,MD,Industrial Power,Natural Gas,17.5,17.5
2014,MD,Total Electric Power Industry,All Sources,"13,582.30","12,263.50"
2014,MD,Total Electric Power Industry,Coal,"5,139.20","4,739.00"
2014,MD,Total Electric Power Industry,Hydroelectric,550.8,590
2014,MD,Total Electric Power Industry,Natural Gas,"2,363.10","2,046.70"
2014,MD,Total Electric Power Industry,Nuclear,"1,828.70","1,707.80"
2014,MD,Total Electric Power Industry,Other Biomass,159.6,142.5
2014,MD,Total Electric Power Industry,Petroleum,"3,310.10","2,814.50"
2014,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,67,60.4
2014,MD,Total Electric Power Industry,Wind,160,160
2014,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,3.8,2.6
2014,ME,"Combined Heat and Power, Electric Power",All Sources,102.6,85
2014,ME,"Combined Heat and Power, Electric Power",Coal,102.6,85
2014,ME,Commercial Power,All Sources,34.1,27.7
2014,ME,Commercial Power,Natural Gas,3.8,3.8
2014,ME,Commercial Power,Other Biomass,30.3,23.9
2014,ME,"Electric Generators, Electric Utilities",All Sources,10,10
2014,ME,"Electric Generators, Electric Utilities",Petroleum,10,10
2014,ME,"Electric Generators, Independent Power Producers",All Sources,"3,623.70","3,431.80"
2014,ME,"Electric Generators, Independent Power Producers",Hydroelectric,638.1,652.7
2014,ME,"Electric Generators, Independent Power Producers",Natural Gas,"1,388.60","1,250.00"
2014,ME,"Electric Generators, Independent Power Producers",Other Biomass,19.8,17.4
2014,ME,"Electric Generators, Independent Power Producers",Petroleum,913.6,877.5
2014,ME,"Electric Generators, Independent Power Producers",Wind,430.6,430.6
2014,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,233,203.6
2014,ME,Industrial Power,All Sources,"1,002.20",915.9
2014,ME,Industrial Power,Hydroelectric,85,80.3
2014,ME,Industrial Power,Natural Gas,464.9,412.4
2014,ME,Industrial Power,Other,22,22
2014,ME,Industrial Power,Petroleum,14.5,14.3
2014,ME,Industrial Power,Wood and Wood Derived Fuels,415.8,386.9
2014,ME,Total Electric Power Industry,All Sources,"4,772.60","4,470.40"
2014,ME,Total Electric Power Industry,Coal,102.6,85
2014,ME,Total Electric Power Industry,Hydroelectric,723.1,733
2014,ME,Total Electric Power Industry,Natural Gas,"1,857.30","1,666.20"
2014,ME,Total Electric Power Industry,Other,22,22
2014,ME,Total Electric Power Industry,Other Biomass,50.1,41.3
2014,ME,Total Electric Power Industry,Petroleum,938.1,901.8
2014,ME,Total Electric Power Industry,Wind,430.6,430.6
2014,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,648.8,590.5
2014,MI,"Combined Heat and Power, Electric Power",All Sources,"2,856.40","2,794.00"
2014,MI,"Combined Heat and Power, Electric Power",Coal,70,60
2014,MI,"Combined Heat and Power, Electric Power",Natural Gas,"2,779.80","2,727.40"
2014,MI,"Combined Heat and Power, Electric Power",Other Biomass,1.4,1.4
2014,MI,"Combined Heat and Power, Electric Power",Petroleum,5.2,5.2
2014,MI,Commercial Power,All Sources,271.4,256.6
2014,MI,Commercial Power,Coal,21,21
2014,MI,Commercial Power,Natural Gas,144.9,137.2
2014,MI,Commercial Power,Other,0.9,0.9
2014,MI,Commercial Power,Other Biomass,86.4,79.3
2014,MI,Commercial Power,Petroleum,18.2,18.2
2014,MI,"Electric Generators, Electric Utilities",All Sources,"24,814.90","22,259.50"
2014,MI,"Electric Generators, Electric Utilities",Coal,"11,968.60","10,847.80"
2014,MI,"Electric Generators, Electric Utilities",Hydroelectric,335.1,304.4
2014,MI,"Electric Generators, Electric Utilities",Natural Gas,"5,814.40","5,085.10"
2014,MI,"Electric Generators, Electric Utilities",Nuclear,"3,502.30","3,193.00"
2014,MI,"Electric Generators, Electric Utilities",Petroleum,604.7,514.6
2014,MI,"Electric Generators, Electric Utilities",Pumped Storage,"1,978.80","1,872.00"
2014,MI,"Electric Generators, Electric Utilities",Wind,611,442.6
2014,MI,"Electric Generators, Independent Power Producers",All Sources,"5,264.00","4,855.80"
2014,MI,"Electric Generators, Independent Power Producers",Hydroelectric,26.4,25
2014,MI,"Electric Generators, Independent Power Producers",Natural Gas,"3,165.80","2,810.50"
2014,MI,"Electric Generators, Independent Power Producers",Nuclear,811.8,789
2014,MI,"Electric Generators, Independent Power Producers",Other Biomass,145.3,134.8
2014,MI,"Electric Generators, Independent Power Producers",Wind,918.5,917.5
2014,MI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,196.2,179
2014,MI,Industrial Power,All Sources,322.1,269
2014,MI,Industrial Power,Coal,24.5,19.6
2014,MI,Industrial Power,Hydroelectric,4.6,3.7
2014,MI,Industrial Power,Natural Gas,189.8,139.5
2014,MI,Industrial Power,Petroleum,47.2,47.2
2014,MI,Industrial Power,Wood and Wood Derived Fuels,56,59
2014,MI,Total Electric Power Industry,All Sources,"33,528.80","30,434.90"
2014,MI,Total Electric Power Industry,Coal,"12,084.10","10,948.40"
2014,MI,Total Electric Power Industry,Hydroelectric,366.1,333.1
2014,MI,Total Electric Power Industry,Natural Gas,"12,094.70","10,899.70"
2014,MI,Total Electric Power Industry,Nuclear,"4,314.10","3,982.00"
2014,MI,Total Electric Power Industry,Other,0.9,0.9
2014,MI,Total Electric Power Industry,Other Biomass,233.1,215.5
